Title,Year,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID,Nominee,Winner,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_TV Movie,Genre_Thriller,Genre_War,Genre_Western
Insidious: Chapter 3,2015,6.283,3504,10000000,120453155,280092,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Insidious: The Last Key,2018,6.254,3046,10000000,172811971,406563,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Insidious: The Red Door,2023,6.534,1872,16000000,189086877,614479,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Instant Family,2018,7.507,3125,48000000,121000000,491418,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Insurgent,2015,6.4,10237,110000000,297002527,262500,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Irrational Man,2015,6.527,2427,11000000,27391084,282984,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Isle of Dogs,2018,7.844,5189,62770198,64337744,399174,0,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isn't It Romantic,2019,6.204,3537,31000000,48800000,449563,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
It,2017,7.238,19805,35000000,704242888,346364,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
It Chapter Two,2019,6.838,9241,79000000,473123154,474350,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
It Comes at Night,2017,5.863,2542,5000000,19280931,418078,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
It Ends with Us,2024,6.971,1754,25000000,350993761,1079091,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
It Follows,2015,6.59,6691,2300000,23374076,270303,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jack Reacher: Never Go Back,2016,5.992,5132,60000000,162100000,343611,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Jarhead: Law of Return,2019,6.5,3354,0,0,635744,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jason Bourne,2016,6.4,5987,120000000,415484914,324668,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jigsaw,2017,6.217,3844,10000000,104223315,298250,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
John Wick: Chapter 2,2017,7.339,13785,40000000,171539887,324552,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
John Wick: Chapter 3 - Parabellum,2019,7.444,11312,55000000,326709727,458156,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
John Wick: Chapter 4,2023,7.717,7478,100000000,440157245,603692,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Johnny English Strikes Again,2018,6.262,2638,25000000,158972570,463272,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jojo Rabbit,2019,7.995,10055,14000000,82468705,515001,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Joker,2019,8.1,26975,55000000,1078958629,475557,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Joker: Folie à Deux,2024,5.408,2671,190000000,207500287,889737,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Joy,2015,6.551,4205,60000000,101134059,274479,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Judas and the Black Messiah,2021,7.311,1635,26000000,6416063,583406,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Jujutsu Kaisen 0,2021,8.123,1579,0,195870885,810693,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jumanji: The Next Level,2019,6.886,9074,125000000,801693929,512200,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jumanji: Welcome to the Jungle,2017,6.819,14133,90000000,995339117,353486,0,0,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Jungle Cruise,2021,7.323,5959,200000000,220889446,451048,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jupiter Ascending,2015,5.459,6930,176000000,184000000,76757,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Jurassic World,2015,6.699,21102,150000000,1671537444,135397,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Jurassic World Dominion,2022,6.631,6732,583900000,1004004592,507086,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jurassic World: Fallen Kingdom,2018,6.538,12392,170000000,1310469037,351286,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Juror #2,2024,6.871,2201,30000000,21418477,1106739,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Just Mercy,2019,7.857,2397,25000000,50401502,522212,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Justice League,2017,6.075,13375,300000000,661326987,141052,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Justice League Dark: Apokolips War,2020,8.213,1523,0,0,618344,0,0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kandahar,2023,6.808,1162,30000000,9400000,717930,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Kate,2021,6.636,1626,25000000,0,597891,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Killers of the Flower Moon,2023,7.409,3835,200000000,158722599,466420,1,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Kinds of Kindness,2024,6.48,1123,15000000,16398509,1029955,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
King Arthur: Legend of the Sword,2017,6.549,5896,175000000,149175066,274857,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
King Richard,2021,7.6,2701,50000000,39400000,614917,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Kingdom of the Planet of the Apes,2024,7.057,3960,160000000,397378150,653346,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kingsman: The Golden Circle,2017,6.952,10828,104000000,410902662,343668,0,0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kingsman: The Secret Service,2015,7.622,17391,81000000,414351546,207703,0,0,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Klaus,2019,8.23,4394,0,0,508965,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Knights of the Zodiac,2023,6.3,1241,60000000,7000000,455476,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Knives Out,2019,7.8,13230,40000000,312897920,546554,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Knock at the Cabin,2023,6.255,2937,20000000,54700000,631842,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Knock Knock,2015,5.392,3373,10000000,6341684,263472,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Kong: Skull Island,2017,6.548,10863,185000000,566652812,293167,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Krampus,2015,6.192,2304,15000000,61800000,287903,0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Kraven the Hunter,2024,6.466,2094,130000000,62076533,539972,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kubo and the Two Strings,2016,7.631,3707,60000000,76249438,313297,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kung Fu Panda 3,2016,6.919,6360,145000000,521170825,140300,0,0,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kung Fu Panda 4,2024,7.029,3275,80000000,548040835,1011985,0,0,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
La La Land,2016,7.9,17624,30000000,509183536,313369,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Lady Bird,2017,7.254,8822,10000000,79000000,391713,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Land of Bad,2024,7.271,1360,18000000,7021101,969492,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Last Christmas,2019,7.217,2501,30000000,121600000,549053,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Last Night in Soho,2021,7.282,3682,43000000,22957625,576845,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Late Night with the Devil,2024,7.11,1866,2000000,15469415,938614,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Leave the World Behind,2023,6.377,2973,0,0,726209,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Legend,2015,7.054,4113,25000000,42972994,276907,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Leo,2023,7.392,1282,0,0,1075794,0,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Licorice Pizza,2021,7.0,2495,40000000,33276075,718032,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Life,2017,6.446,7689,58000000,100541806,395992,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
Life in a Year,2020,8.241,1941,0,0,447362,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Lift,2024,6.4,1370,0,0,955916,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lights Out,2016,6.365,4016,4900000,149368835,345911,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lightyear,2022,6.896,3657,200000000,226425420,718789,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Lion,2016,8.042,6796,12000000,140312928,334543,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Little Women,2019,7.86,6593,40000000,216600000,331482,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
Logan,2017,7.82,19950,97000000,619021436,263115,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Logan Lucky,2017,6.73,3700,29000000,48453605,399170,0,0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
London Has Fallen,2016,6.2,4942,60000000,205754447,267860,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Long Shot,2019,6.719,2788,40000000,0,459992,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Longlegs,2024,6.564,2328,10000000,127961936,1226578,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Love,2015,6.45,2596,3000000,249083,292431,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Love and Monsters,2020,7.278,4277,30000000,1122066,590223,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Love Hard,2021,6.93,1547,0,0,734265,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Love Lies Bleeding,2024,6.567,861,10000000,12778225,948549,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
"Love, Simon",2018,7.983,6164,17000000,66316289,449176,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Loving Vincent,2017,7.991,2542,5500000,42187665,339877,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
Luca,2021,7.793,8727,200000000,51074773,508943,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Luck,2022,7.749,1860,0,0,585511,0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
M3GAN,2022,7.0,4556,12000000,181796517,536554,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Ma,2019,5.818,2364,5000000,61220856,502416,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Ma Rainey's Black Bottom,2020,6.651,1216,0,0,615667,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Mad Max: Fury Road,2015,7.627,23511,150000000,378858340,76341,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Madame Web,2024,5.32,2388,80000000,100498764,634492,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Maestro,2023,6.292,791,80000000,300000,523607,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
Maleficent: Mistress of Evil,2019,7.3,6332,185000000,491730089,420809,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Malignant,2021,6.758,2506,40000000,34891791,619778,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Mamma Mia! Here We Go Again,2018,7.09,3496,75000000,395607854,458423,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Manchester by the Sea,2016,7.548,6188,9000000,79000000,334541,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mank,2020,6.684,1712,25000000,122252,614560,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Marriage Story,2019,7.732,7211,18000000,333686,492188,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mary Poppins Returns,2018,6.509,3399,130000000,348807090,400650,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
MaXXXine,2024,6.321,1290,10000000,22057161,1023922,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Maze Runner: The Death Cure,2018,7.093,8163,62000000,288175335,336843,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Maze Runner: The Scorch Trials,2015,6.733,10768,61000000,312296056,294254,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Me and Earl and the Dying Girl,2015,7.532,2676,0,0,308369,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Me Before You,2016,7.925,12884,20000000,207945075,296096,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Mechanic: Resurrection,2016,6.03,3524,40000000,125729635,278924,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Meg 2: The Trench,2023,6.4,3777,129000000,384056482,615656,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Megalopolis,2024,5.2,902,120000000,14387154,592831,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Memory,2022,6.746,1595,30000000,13900000,818397,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Men in Black: International,2019,5.9,5169,110000000,253890701,479455,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Midnight Sun,2018,7.812,3508,2800000,27365467,419478,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Midsommar,2019,7.153,7715,9000000,48498408,530385,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Midway,2019,7.111,2599,100000000,127400000,522162,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Migration,2023,7.4,2124,72000000,298776052,940551,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mile 22,2018,6.2,2319,35000000,66308758,347375,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Miller's Girl,2024,6.3,880,4000000,1430985,1026436,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Minari,2021,7.341,1758,2000000,12900000,615643,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Minions,2015,6.416,10879,74000000,1159457503,211672,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Minions: The Rise of Gru,2022,7.285,3861,85000000,940203765,438148,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
Miracle in Cell No. 7,2019,8.256,4496,0,28000000,637920,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Miraculous World: New York, United HeroeZ",2020,8.098,1119,0,0,755812,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Miss Peregrine's Home for Peculiar Children,2016,6.837,10284,110000000,296482446,283366,0,0,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
Missing,2023,7.41,1188,7000000,45100756,768362,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Mission: Impossible - Dead Reckoning Part One,2023,7.5,4718,291000000,571125435,575264,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mission: Impossible - Fallout,2018,7.4,8810,178000000,791658205,353081,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mission: Impossible - Rogue Nation,2015,7.2,9385,150000000,682716636,177677,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Moana,2016,7.565,13382,150000000,690860472,277834,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Moana 2,2024,7.026,2784,150000000,1059242164,1241982,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Molly's Game,2017,7.151,3886,30000000,59284015,396371,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Money Heist: The Phenomenon,2020,7.5,1080,0,0,689249,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Money Monster,2016,6.435,3066,27000000,93282604,303858,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Monkey Man,2024,6.879,1253,10000000,35271631,560016,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Monster Hunter,2020,6.541,3442,60000000,42145959,458576,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Moonfall,2022,6.267,3393,146000000,67319703,406759,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Moonlight,2016,7.4,7317,4000000,65046687,376867,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Morbius,2022,5.939,4633,75000000,167635712,526896,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Mortal Engines,2018,6.208,4920,100000000,83869818,428078,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mortal Kombat,2021,7.004,6109,20000000,84426031,460465,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mortal Kombat Legends: Scorpion's Revenge,2020,8.091,1426,0,0,664767,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mortdecai,2015,5.5,2704,60000000,47318560,210860,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mother!,2017,6.967,6911,30000000,44516999,381283,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Mowgli: Legend of the Jungle,2018,6.47,2545,175000000,0,407436,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mufasa: The Lion King,2024,7.355,2435,200000000,722631756,762509,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mulan,2020,6.8,6913,200000000,69965374,337401,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Murder Mystery,2019,6.3,4635,24000000,0,514999,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Murder Mystery 2,2023,6.4,1857,0,0,638974,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Murder on the Orient Express,2017,6.705,10286,55000000,352800000,392044,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
My Fault,2023,7.764,3920,0,0,1010581,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
My Spy,2020,6.9,1324,18000000,10200000,592834,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Napoleon,2023,6.317,2900,165000000,220597098,753342,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
Neighbors 2: Sorority Rising,2016,5.819,4512,35000000,108007109,325133,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nerve,2016,7.008,6914,19000000,85241496,328387,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
News of the World,2020,6.946,1853,38000000,12700000,581032,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Nickel Boys,2024,6.615,293,23200000,3016380,1028196,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Nightmare Alley,2021,6.965,3177,60000000,39629195,597208,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Nimona,2023,7.868,1271,0,0,961323,0,0,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
No Escape,2015,6.9,2636,5000000,54400000,192141,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
No Hard Feelings,2023,6.699,3571,45000000,83000000,884605,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
No One Will Save You,2023,6.68,1339,22800000,0,820609,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
No Time to Die,2021,7.4,6757,250000000,774153024,370172,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
No Way Up,2024,6.3,1072,0,0,1096197,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Nobody,2021,7.9,7870,16000000,57512470,615457,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Nocturnal Animals,2016,7.4,8073,22500000,29300000,340666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Nomadland,2021,7.185,3194,5000000,39458207,581734,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nope,2022,6.825,4597,68000000,170823080,762504,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Nosferatu,2024,6.691,3248,50000000,181764515,426063,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Now You See Me 2,2016,6.826,11158,120000000,334897606,291805,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Nowhere,2023,7.336,1488,0,0,1151534,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Ocean's Eight,2018,6.967,8578,70000000,297718711,402900,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Okja,2017,7.35,4431,50000000,0,387426,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Old,2021,6.323,4715,18000000,90146510,631843,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Once Upon a Time... in Hollywood,2019,7.4,14286,95000000,392105159,466272,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Onward,2020,7.654,6405,200000000,141888276,508439,0,0,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Operation Fortune: Ruse de Guerre,2023,6.466,1773,50000000,48983306,739405,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Oppenheimer,2023,8.045,10956,100000000,952000000,872585,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Orphan: First Kill,2022,6.613,2235,10000000,9572765,760161,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Outside the Wire,2021,6.349,1863,0,0,775996,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Over the Moon,2020,7.191,1352,0,0,560050,0,0,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Overlord,2018,6.732,3004,38000000,41657844,438799,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Oxygen,2021,6.604,1480,0,0,471498,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Pacific Rim: Uprising,2018,6.1,5171,150000000,290061297,268896,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Paddington 2,2017,7.47,2623,40000000,290132513,346648,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Palm Springs,2020,7.334,3453,5000000,1818417,587792,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Palmer,2021,8.1,1824,0,0,458220,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pan,2015,5.957,2792,150000000,128388320,266647,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Paper Towns,2015,6.155,5122,12000000,85500000,286565,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Parasite,2019,8.5,19707,11363000,257591776,496243,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Passengers,2016,6.952,13848,110000000,303144152,274870,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Past Lives,2023,7.72,2084,12000000,28126646,666277,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Pearl,2022,7.242,2383,1000000,10139416,949423,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Peninsula,2020,6.745,2491,17000000,42698327,581392,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Perfect Days,2023,7.773,1656,14000000,24094016,976893,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Perfect Strangers,2016,7.855,4517,0,32207491,381341,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
